Car_ID,Service_Type,Service_Date,Service_Cost,Service_Center
C28535 , FulL seRvICE ,21/06/2023,01-01-1970 ,auTocARE 
 C28536,BRAkE ServIce ,"SEP 11, 2022 ", 1970/01/01,CArz 
 C28537 , BRakE SeRvICE ,2021/10/04,01 jan 1970, carZ
 c28538 ,oiL CHAngE ,2021-04-07,1970-01-01, cArZ 
c28539, oiL CHangE,"FEB 10, 2020",01/01/1970, Carz 
  C28540,BaTteRY REPlACEmENT ,"aPR 09, 2023", 01 JaN 1970 ,FaStfix
 c28541 ,EngIne rePAIr , 2022/12/08, 1970/01/01 , carZ
c28542,FulL SeRvICe ,"sEp 17, 2021 ",1970-01-01 , spEed gaRAgE 
  c28543 ,tyRe cHaNgE, 19/08/2022,01 Jan 1970, SpeED GarAgE 
 C28544 , BATTERY REplACeMEnt,"fEB 21, 2020", 01 jan 1970,  mecHAnIx 
 C28545,baTtery REpLACEMeNt ,"jAn 19, 2022", 01/01/1970,SPeEd GArAgE
C28546  ,bATtEry rEpLAceMENt,2020-14-02,"JAn 01, 1970", FastFIX  
 c28547  ,  enGINe REPAiR,2020-10-05,1970/01/01 , SpeED garaGE 
 C28548  , oIL ChANGE ,25/03/2020,"Jan 01, 1970",PiTstoP
 c28549  ,eNGIne repAIR,"aUg 22, 2023", 01 jaN 1970, aUTOcarE
 c28550 , BatteRY RePlacEmEnT ,09-02-2022,01-01-1970 ,mEcHANiX
 c28551  ,tYRe CHangE,"May 10, 2020",01-01-1970, fAsTfix 
 C28552,Brake sERviCe ,"Dec 28, 2023",1970/01/01, FastfiX 
c28553 ,Tyre chANGE ,2020/07/11 ,01 JaN 1970 , pITSTOp
 c28554,  Tyre chANGe, 2022-10-04,01-01-1970, CarZ 
c28555 ,TYre Change,24 MAY 2022 , 1970-01-01 , sPEeD garAgE 
C28556 ,eNGiNe RePaIR," juN 27, 2021", 1970/01/01,PiTStop
 C28557 ,bRAKE SERVicE,07-22-2021 ,"jaN 01, 1970", SPeEd gaRage
 C28558, OIL cHaNgE, 05-29-2020,01-01-1970,FAsTfiX
 c28559  ,engiNe RepaIr , 11 Aug 2022,"jAN 01, 1970",AUToCARe  
 C28560,fULL SERVIce ,2023/02/02 ,"jAN 01, 1970", mECHanIx 
c28561, TYre chAngE  ,04/03/2022," jAn 01, 1970",FastFiX
 C28562 , eNgiNe rePaIR ,2022-02-03 ,1970-01-01, CArz 
C28563 , baTtERY REplACemENt ,2021-07-08,01 Jan 1970 , spEEd GarAGe 
 C28564,eNGIne repaIR, 2023-15-09,1970-01-01,sPEEd gArAge  
c28565,oil cHaNGE ,"mAy 20, 2022",01/01/1970,cArz 
c28566, bATTERy rePlACeMEnt ,2023-16-10, 1970/01/01, MEchaNIx 
c28567  , OiL ChaNge ,2023-05-02,1970/01/01,  MEchaniX 
 c28568  ,  Brake sErVicE, 14/04/2021,01-01-1970, PitsTOP  
 c28569, oIL cHANGE," Aug 18, 2021 ",01 JaN 1970 , aUtoCAre 
c28570,eNGine RePaIr,17/11/2021 ,01 JaN 1970,MEchanIX 
C28571,full seRVIcE ,2021/06/16 ,1970/01/01,auTocaRE
 c28572 , BrakE sERvicE,10-16-2023 ,01/01/1970,SpeEd gArAgE
  C28573,fULL SerVice ,"MaR 08, 2022", 1970-01-01 ,MechANIX
c28574,BRAke service , 03 ApR 2020,1970-01-01, AUtOcaRe
c28575 ,tYRE chAnGE,06/11/2022 ,1970/01/01,MeChaNIX
c28576,EnGine repAir  ," AUG 29, 2020 ",01 Jan 1970, caRZ 
 C28577, TYRE ChAnge ," May 20, 2022",01/01/1970,faSTFiX
C28578,  BaTtERY REPLACeMenT, 2021-17-02 , 1970/01/01,CaRZ
 c28579, eNGINE rEpaIR  ,"aUg 01, 2022 ",1970-01-01, cARz
c28580 ,BaTteRy rePLAcemEnT  ,"apR 27, 2022 ",01-01-1970 , cARZ
c28581,oIl cHANGE ,"jul 08, 2023 ","Jan 01, 1970",  MecHaNIx
 C28582, bAtTErY REPlACemEnT  , 01-30-2022,1970/01/01,CaRz 
c28583 ,braKE SeRVIcE,04/02/2023," jAN 01, 1970",MECHaNIx 
 c28584, OIL chAnGe,01-14-2022 ,1970-01-01, AUTocaRE 
c28585,FUll sErVICE  ,31/07/2023,1970-01-01, MEchaniX 
 C28586,TYre changE,18/12/2022," JAn 01, 1970 ", autoCarE
c28587 , BRaKE SERViCE,24/10/2020, 01/01/1970, CArZ
 C28588,BATTery repLAceMENT ,2022/11/16,1970-01-01, meCHaNIx 
c28589 ,enGIne rePaIr ,06/10/2023,01 JAN 1970,PITSToP 
  c28590,BaTtery REPlAcEMENt,2022-16-01, 01/01/1970,SpeED GArAgE 
C28591,EngINe REpair  ,2023/06/03,01/01/1970 , PiTsToP 
C28592 ,  tyRe cHANGE,"FEb 06, 2022 ",01/01/1970,FAStFIx
 c28593  , full SERVice , 2023-21-11, 01-01-1970 , auTOcARE
  C28594 , oIl CHaNGE , 10/08/2023 ,01/01/1970 ,cArz 
 C28595 ,oiL chANGe,11-21-2023,01 JaN 1970 ,  sPEEd GaRaGe
 C28596,enGINe REPAiR  ,2020/05/17,1970-01-01 ,FaStFIX 
C28597,fUll ServICE ,2020/03/22, 1970-01-01 , FAsTfix 
 C28598, BaTTeRY ReplacEmeNT, 07-17-2022,01-01-1970, cArZ 
C28599, bRAKe serVIcE , 2020/11/26, 1970/01/01, sPeEd GaRagE
C28600  ,FuLL SeRVIcE ,05-15-2020,01/01/1970 , AUToCare 
 c28601 ,ENgIne rePair  , 2020-03-06,01-01-1970,AUTOcare
C28602,BRake SERVIce , 03-28-2020,01-01-1970,speEd GARaGe
c28603 ,oIl CHAnge ,2023/11/13,1970/01/01,AUTOCAre
c28604 ,BaTtErY REpLACEMEnt, 08 JUL 2023, 01-01-1970 , FAstFix 
 c28605 ,baTTERy repLaCeMenT," JUN 24, 2023",1970/01/01 , carZ  
 C28606 , FuLl sERVIce, 05/12/2023,01 Jan 1970 ,pITSTOp
c28607, fULL sErViCE,18 jUn 2021 , 01 jAn 1970 ,fAStFix
c28608, eNGINE REPAIR ," Sep 12, 2020",1970/01/01,auTOCare
 c28609,BrAKE SErVICe,2023/03/31,01 Jan 1970 ,MEcHAnix
C28610 ,bATtery ReplAcEmeNT ,2022-05-11,01/01/1970, SPEed garaGE
 C28611,  engInE RePAIr,02-14-2023,01 jaN 1970,  meCHANIx 
c28612,TYre chaNgE  ,"FeB 13, 2023 ","jan 01, 1970",  auToCaRe
C28613 , tYRE chaNGE ,2021-22-08,01/01/1970,AutoCARe 
c28614 ,BRAKE sErVIce ,22 JUl 2020,01/01/1970,pITsTop 
  C28615, BaTteRY REPlAceMeNt ,2020-03-08,01 Jan 1970,cArZ
 c28616  ,FULl sErVicE , 2022/08/28,1970/01/01,auTOCaRe  
 c28617 , TYrE CHaNGE ,"DEc 17, 2023 ",01-01-1970,PitStOP 
 C28618 ,bRAKE sERviCe  ,09/10/2022, 01 Jan 1970, meChanIx 
C28619, tyRE cHANGe ,27 may 2023 ,01/01/1970,MEcHanix
C28620 ,enGiNE RepAIR, 02/07/2023 ,1970-01-01 ,  caRZ 
c28621, BAtTerY REPlACemeNT ,13 Apr 2021,01/01/1970 , pITsTOp 
c28622 ,oIl chaNGE  ,2023-05-02 , 1970/01/01,auTOCarE
 C28623 ,bRAKe serVICE , 2021-10-07 ,01 jan 1970 ,meChAnix 
 C28624 ,tYRe changE,"FEb 26, 2020",1970-01-01,CArZ 
 c28625 , tyrE chAngE, 23 Mar 2022 ,01-01-1970, MECHanIx 
C28626,EngInE RepAIr,"Jul 16, 2021","JAN 01, 1970", MECHANiX
C28627, bAtTery repLaCemEnt, 07-21-2022, 1970/01/01, sPEed GaraGe
c28628 , eNGInE RePair ,12 DEC 2020,"JAn 01, 1970",  SpEEd gaRAge 
  C28629, FULL sERvice, 2020-16-10 ,1970/01/01 , cArz 
 C28630, BATterY REplAcement,08/07/2021, 1970-01-01,  AUtOCarE
 C28631 ,oil CHANgE,09-09-2023, 01 jan 1970,AUTOCaRe 
c28632,BrakE SErviCE, 2022/08/23,01 JaN 1970,FAStFIx
 c28633 ,tYRe chanGE  ,"mAY 06, 2020"," jaN 01, 1970 ",aUTocArE 
C28634,ENGine rEPaIr ,"JAn 14, 2021",01/01/1970, faSTFIX 
C28635 , eNGIne REPAir,07-13-2020,1970-01-01,PItsTOp
C28636 ,bATTeRy REPlACEmENt ," Jun 24, 2020", 1970/01/01,  sPEed GaraGe
 c28637 ,FulL SeRVIcE ,28 JuN 2022, 1970/01/01,speed GARaGe
C28638 ,enGINE RePAIR  ," JUn 06, 2020",01-01-1970 ,  AuTocare
 c28639 , battERy rEPlacemEnT,07-28-2022,1970-01-01,PITSTOP
 c28640 , OIl ChANGe , 2021-22-01,01 jAN 1970, Carz 
 C28641,fULL sERVIce,2022/02/08, 01/01/1970,SpEED gARage 
 c28642  ,brAKE seRvice,2021/03/04, 1970/01/01,piTstoP
c28643, eNgInE REPAiR,04 juN 2023, 1970-01-01 ,  PITSToP
 c28644  , OIl chAnGe,12-21-2023, 1970/01/01,AUTOcArE
  c28645 , FULL SeRvicE ,2021-29-05 ,01 jAn 1970, PItstop 
c28646,TYRe ChAngE,2020/10/22,01 JaN 1970,spEED GARAge 
 C28647 , EnGIne rePaIr , 31/08/2021,01-01-1970, FastFix
 c28648,TyRe cHAngE  ,23 MAy 2023 , 1970/01/01,SPeED GARagE
 c28649, fUll sERvIcE, 11-07-2022, 01 Jan 1970,pITstop 
 c28650,OIL cHAngE ," May 06, 2020","jAn 01, 1970",MEChAnIx
 c28651 ,TyRE cHANGE,09 JaN 2023," jan 01, 1970 ",fastfiX
 C28652 , BatTery replAcemENT,08-02-2022 ,01-01-1970, MEcHaNIx  
C28653 ,BrAkE seRvICe ,27 JUL 2020,"JAN 01, 1970",pItsTOp 
 c28654 , OIl cHanGe, 26 mAy 2023 ,01/01/1970 ,sPeEd GARaGe 
  C28655 , engINE repAiR,2020-03-12 , 01-01-1970 ,  fASTfIX 
 c28656 ,BraKE SERvice ,06-24-2023 ,01/01/1970 ,FAStFIX
c28657 ,  brAkE seRvicE  , 2023/07/17, 1970/01/01 ,  SpEEd garagE 
  c28658, fUll sErviCE,2020/05/02,01 jaN 1970, carZ 
 c28659  ,TyRE ChaNgE,2020-25-04,1970/01/01 ,PITSTOP 
 c28660 ,  BATTeRy rEPlacEMent,2020/07/03, 1970/01/01, mecHanIX  
 C28661 , OIl cHaNge, 2022/11/07,01 Jan 1970,FaStfix
C28662 , tYRE chAnGE  ,07-04-2021,01-01-1970,mecHanix 
C28663  , bAtTEry rEpLaCemenT,03/07/2023,"JAN 01, 1970",mECHAnIX
c28664,engInE rEpAir,"dec 15, 2022",01/01/1970 , piTsTop 
 c28665, bATtERy REPlACEmEnT ,"fEb 01, 2022 ", 01/01/1970,FaStfiX 
c28666  , brAKE SErViCe,07-23-2020,1970/01/01, speeD gaRAge 
c28667  ,Full Service, 2023-15-11 , 1970-01-01, cArZ
 C28668,bATTERy RePlacemeNt,11/05/2023," jAN 01, 1970",PitsTop
C28669 , ENGine rEpAIr ,28 oct 2023, 1970/01/01, SpEed GaRAge
 C28670 ,OIL cHANgE,22 Jan 2021,1970-01-01 , mECHANIX 
 C28671, BaTteRY REpLacemeNT,03-22-2023,"jan 01, 1970 ", AutoCAre  
 C28672, BATtERy REpLacement,01-14-2023, 1970-01-01,sPEEd gaRage
 c28673 , Tyre chaNGE,03-04-2022,"JaN 01, 1970",  spEed gArAge
C28674, BatTErY REPLacEMENT ,"dec 02, 2021 ", 01/01/1970, AutocARE 
C28675, BrakE seRvICe , 30/07/2021 ,"jan 01, 1970", MEchaniX
 c28676 , FuLL service ,2020-22-10,01 JAN 1970,SpEEd GARAge 
C28677  ,BATTERY RePlaceMent , 09-21-2020, 1970-01-01,Speed GArAGe  
  C28678, enGInE REPAiR ,23/05/2020,1970-01-01, FAsTFIx 
 C28679, tyRe cHAngE  ,09-17-2020 ,1970-01-01 , pitSTOp
 C28680,oIl cHANge,"jUN 25, 2023","Jan 01, 1970", MEchANIx 
  C28681,BRake ServiCE," feb 08, 2021 ",1970-01-01, MEchaniX  
c28682,braKe SerViCE ," oCt 16, 2021", 01 jan 1970,  FasTFiX 
 c28683,  eNGiNE REPaIr , 28 NOV 2021, 01 Jan 1970,  PITStoP 
c28684,tyRe ChanGe ,14/09/2020,01/01/1970,CARz  
C28685, fULl SeRvice,28 jAn 2023,"jAN 01, 1970",cARZ 
 c28686 , BRaKE SErVICe, 08-07-2022 ,01 JAN 1970, CaRz
C28687,oil CHAnGe,09-03-2023,01/01/1970,  FAstFIX
c28688 , tYRe ChanGe ,2023-17-03, 01/01/1970,mecHanix
c28689, BrAKE serviCE ,2020/05/05 ,1970/01/01, pitSToP
c28690 , BRAke SERvICe," OCT 24, 2021", 01/01/1970,  MECHANix
c28691,brAke seRVICe,06 Jun 2023, 1970/01/01,MeChAnIX 
C28692 , bRaKE SErVICE, 08/05/2022 ,"jAn 01, 1970", aUtocaRE 
C28693 ,  bATTERY rEPlACeMenT,"apr 15, 2022",1970-01-01,CARZ
C28694,OiL chANgE, 16 ocT 2021 ,01/01/1970, MeChaNIX  
c28695,bAttErY REplacEMENT , 2022-05-07 ,01-01-1970,mechaNIx 
 c28696 ,oIl CHaNGe , 02 May 2023,1970-01-01,fasTFiX 
 C28697  ,EngiNE REpAIR ,25/06/2021 ,1970-01-01, cArz
C28698  ,eNGine rEPAir ,"aUg 15, 2020 ",01-01-1970,  spEED GArage
C28699,EnGInE rEpaIr ,2023-18-08 , 01-01-1970,  FaSTFIX
  c28700 , oIl CHAnGe ,"DEC 05, 2020 ",1970/01/01, PITsTop 
 C28701 , BraKe SerVice , 2022-31-08," jaN 01, 1970",MechANiX 
C28702,BraKe serVice ,02-02-2022,1970-01-01,  FAstfix
 c28703 ,engInE rEPaIr , 01-03-2020 ,01/01/1970 ,AutoCARe
  c28704 ,bRaKe sERVicE, 2022/11/17,"Jan 01, 1970",  cArZ 
 C28705, eNgInE rEPaIR,2023-31-05 ,01/01/1970 ,speEd gARAGE
C28706 , TyrE cHaNgE,"MAR 23, 2020",1970-01-01, FastFIX
 c28707 ,  braKE seRVICE,2020/02/28 ,01/01/1970,FASTfiX
 C28708 ,eNGiNE RePaIR  ,"APR 24, 2023",1970-01-01,FaSTFIX  
 c28709,  tyRE cHAnge,08 maY 2022, 01-01-1970, FASTFix
C28710, TYRE ChAnGe ,2022/05/30,"JAn 01, 1970 ",CaRz 
C28711, EnGiNe RepAir,2020-13-09,1970-01-01,pItStOp 
 C28712, OIl ChANGe ,09 MAY 2023 ,01-01-1970, autoCaRE 
C28713 ,fUll SERviCE,01 JUl 2022 ,01-01-1970, meCHaNiX  
 C28714 , fUlL serviCE  , 31/08/2022, 1970-01-01,CarZ
C28715, enGINE REpAIr ,2023/08/19,1970-01-01,PITStoP
 C28716 , BRaKE SERVICE  , 2022-01-10,1970/01/01,aUTOcaRE
 C28717 ,BRakE serviCe,20/03/2020,"jan 01, 1970 ", autOcARE 
  C28718, tyre chANGe , 17/08/2023," JAn 01, 1970",pitStop
 c28719 , FUll seRVIcE ,"dEC 11, 2022",01-01-1970, SpEed GaRAge
C28720  , fUlL sERviCe," jaN 15, 2021",1970/01/01, meCHaNIX
 C28721 ,bRAkE SERvicE ,2023/07/24, 01-01-1970 , CArz
C28722 , tyRE cHAngE,25/01/2021, 01-01-1970 ,sPEED garAgE
 c28723 ,oil chANge,"AuG 18, 2021","jan 01, 1970 ", FaSTFiX
  c28724, BrAKE SErvICe,05-14-2020 ,01-01-1970 ,sPEEd gARaGE 
 c28725, Full SerViCe,2021-03-02 , 01 jAn 1970 ,pItsTop
c28726 , FulL seRViCe," deC 26, 2022 ",1970-01-01,PItstoP  
 c28727 ,eNGInE rEPaIR,"Jul 14, 2022", 1970/01/01 , caRz
C28728 ,BraKE SeRVIcE,"oCt 18, 2022",01 jAN 1970,FaStfIX 
 c28729 ,Battery rEpLAcemENt,15/02/2021 ,01/01/1970 ,AuTOcaRe
c28730 ,Oil CHaNGE ,27/08/2021 ,01-01-1970 ,PItstoP 
c28731,baTTery rEPLaCEment,29/11/2020, 01/01/1970 ,MEchANIX
C28732,bRAKE ServICe , 2023-30-08,1970-01-01,aUTOcArE 
 C28733,baTterY replacEment ,05/11/2021,01 Jan 1970,aUTocArE  
 C28734,TYrE ChaNgE , 08-12-2023," jaN 01, 1970 ",aUtOcaRE  
 C28735 ,TYre cHaNgE,2023-01-03, 01-01-1970 , SpeeD gARAGe 
c28736, enGINE RePAIr,27 dEC 2022 ,01/01/1970, cARz 
 c28737,ENginE rEpAIR,2022/05/19,01-01-1970,mEchaniX
C28738  ,tyRE ChaNGE ,24/08/2023,01-01-1970, SPEed gAraGe
C28739,fULL sErvicE,28 dEc 2022 , 01-01-1970, fAstFIX
 C28740, tyRe cHanGe, 23/10/2023 ," JAN 01, 1970 ",AuTOcaRe 
 C28741, FUll ServiCe,24/05/2020,01 jAN 1970 ,cARz
  C28742, TYRe Change , 2020-30-07 ,01 jaN 1970,Carz 
 c28743,EnGine rePaIR ," AuG 11, 2023 ", 01-01-1970 , mEChaNix 
c28744,bRaKE SeRviCe,2023/08/09,1970-01-01, mecHanIx  
  C28745,eNGIne rEpaIR, 2020-24-08, 1970-01-01 ,mecHanIx 
 C28746, bRAkE seRVice ,09 aUg 2021, 01-01-1970, FaSTFix
c28747, TYRe change,07-21-2020,1970-01-01, fastfIx 
  c28748,Full sErVICe, 27/07/2023 ,01-01-1970, SPeeD gARagE 
 C28749 ,bATtERy repLacemEnt ,2023/01/16 ,1970/01/01,AuTOCarE
C28750 , oil ChAnGe, 09/03/2022,"Jan 01, 1970",SpeEd Garage 
  C28751,ENGIne REpaIr ,"mAr 26, 2021", 1970/01/01,MecHaNix  
 c28752, brAke sERvIcE  ,05-18-2022, 01/01/1970, SPeEd gaRagE 
 C28753, bRake SERVice,20/07/2020,01/01/1970,  MeChANix
C28754,FuLl seRVICE , 06-25-2023," jaN 01, 1970",carZ 
c28755,  tyRe CHAnGe ,2021/03/18 ,01/01/1970, aUtOcaRe
 c28756,bATTERy rEplaCemeNt,2020-23-08,01 JAn 1970,CArZ
C28757  ,oil chaNge,19 aPr 2021 ,1970-01-01, aUTOCaRe
C28758 ,BrAkE SErvice,2023-22-06, 01 jAN 1970, FAStfIx
 C28759 ,tYRe cHangE,30 Sep 2023, 01/01/1970,meChAnIX 
c28760, BAtTerY rEpLACEmEnT ,2022-30-12 , 01 jAn 1970,speED gaRaGE
 c28761,TYrE chanGe , 12/04/2022 ,01 JAN 1970 ,PiTSTOp  
 C28762 ,bRaKE SeRVicE ,14 jUL 2023 , 1970/01/01,  AuTocAre  
c28763 , brAke SErVice ,26/01/2022,01/01/1970,fASTFix
c28764,eNgIne RepAir, 2023/05/26 ,01/01/1970,  PiTSTOp
 c28765 ,BattErY rEPLaCemenT,2021/04/01, 01/01/1970 , aUToCARe 
c28766,full sERvICE ,03 fEB 2022,"jan 01, 1970",caRZ
C28767 , brAKE sErVIce," APr 02, 2021"," jaN 01, 1970", pitSTop 
C28768,eNgine REPAIR ,11-27-2021 ," jAn 01, 1970", MEchAnIX 
 C28769  ,BAtteRY ReplaCeMEnT ,2022/04/17 ,01/01/1970, pITSTOp
C28770 ,OiL cHaNGe  ,04 MaY 2021,01-01-1970, pITStOp 
  c28771 , brakE sErVIce ,"MAr 06, 2021","JAN 01, 1970 ", MeCHAniX
 C28772,brAkE SERVICe  ,2022-24-10, 01 Jan 1970, mEChANIx
 C28773  , OIl ChANgE ,29/07/2023,1970/01/01,MECHaNix 
C28774, TYRe ChanGE ,02-01-2020 ,"JaN 01, 1970", PItSToP
c28775,  fuLl SErVICe, 18 JUn 2023, 1970/01/01,  AuTocArE
 C28776 ,FulL sERViCE,05 sep 2020," jAn 01, 1970", speed garage
  c28777 ,eNGIne rEpAIr,01/06/2020,01-01-1970,autOcaRe
 C28778 , batteRY replacemENt ,2021/01/19,1970-01-01,piTsTOP 
c28779,  OIl ChAnGE , 2020/06/04,"jan 01, 1970 ",pitSTOp 
c28780,ENgINe rEpAiR , 08-25-2022,1970-01-01 ,aUTOCARE 
 c28781,enGine rePaIr," fEB 16, 2023","JaN 01, 1970 ", CARz
c28782,fUlL serVicE , 2023-24-12, 1970/01/01,SpEeD gARaGe
 c28783, BaTtErY rEpLAcEMeNT,30/12/2020,1970-01-01,AUtocARe 
c28784, bRaKE sERVICE,2020/10/17,01 jan 1970 , mEcHAnIX 
 c28785,  BRakE sErvICe,2021/08/11 ,01/01/1970, SpEEd GAraGE  
 C28786 , bRakE sErViCe,01/02/2023,01-01-1970,cARZ
 C28787 ,BraKe SERVIcE, 2020/06/23,01 jAN 1970 ,pItStoP 
C28788,eNGinE RepaIR,"Aug 11, 2021",01/01/1970, CaRz
 C28789 ,eNgine rePAiR , 18/02/2021,1970/01/01 , AutOcArE 
c28790 ,  FULl SErVIcE,2022/03/07,1970/01/01, carz  
C28791,tYRe chanGE ,2022/08/20, 1970-01-01,PitSToP 
 c28792 ,bRAke sERvIce,16 FEB 2022,1970/01/01, spEED GArAGE 
C28793  ,brAke serVICE ," dEc 22, 2023",01-01-1970,meChaniX
C28794,FUll seRVICE , 2021-28-12 ,01/01/1970 , pItStoP
C28795 , ENgine rEpaIr  ,"JUN 07, 2023",01/01/1970, pITStoP  
 C28796 , BATTERY ReplacEMEnt, 01/07/2020, 01/01/1970,mEchaNix 
c28797 , TyRE cHAnGE,06-19-2022 ," jAN 01, 1970", PiTstOp
 c28798,  oiL chANgE,2020/09/19,1970/01/01, AUtoCArE
C28799,tYre CHaNge ," auG 26, 2021",1970-01-01, pITsTop
C28800, oIl CHAnGe,2021-01-04 ,01 jAn 1970,  carZ 
 c28801,oIL chaNge, 25/01/2020,"jAN 01, 1970",fasTFIx 
 C28802 ,BrakE ServICE ,11 feB 2021,01/01/1970,meChaNix
 C28803,ENgine rEpAIr,2020/02/18,"Jan 01, 1970",aUtOCAre
c28804, tYRe ChANge ,"nOV 19, 2021",1970-01-01,mECHaNiX 
C28805 ,oIL ChAnGe ,21 seP 2020,1970/01/01,pItsToP 
 c28806, tyRe CHAngE ," MAy 16, 2021",1970/01/01,cARZ
  c28807,tYRe chanGE, 12/09/2023," JAn 01, 1970 ",MEcHAniX 
c28808 , baTTeRY rEpLAcEment,01/09/2022,1970-01-01 , cARZ
C28809 ,eNGine RepaIr,"mAY 09, 2023 ",01/01/1970, mEchaniX 
C28810  ,bRaKE sErVicE,2023-14-09,"JAn 01, 1970", aUToCaRE 
c28811 , fULL sERvicE  , 2022-16-06,1970/01/01, autOcaRE 
  c28812,engInE rePAIr,22 AuG 2020, 1970-01-01,pItSTop
C28813,BRAKe SErvIce,2021-13-12 ,"Jan 01, 1970",FAStfiX
 c28814 , FulL SErVicE ,31 AuG 2020,01 Jan 1970,sPeeD GARAGE
C28815,bATteRy RePLaCEmENt,18/02/2021 ,"JaN 01, 1970", speEd GArAGE
 C28816  ,batTeRy replaCemeNt, 05-11-2022,01/01/1970 , sPEeD garAGE 
c28817, OIl cHANgE,01/01/2022,"JAN 01, 1970",fasTfiX
C28818 ,EnGinE repair,30 mAY 2023,01-01-1970, spEed GArAgE
C28819, bRake SERViCe,"MAR 05, 2023 ",01 jan 1970, fAstfix
C28820 , fULL sErVIcE ,10 juL 2023 ,01-01-1970,FAstfiX 
 C28821 ,fUll sErViCE,2021-28-04, 1970/01/01,PiTSToP
 c28822,full SeRVicE,23 OCT 2022,01-01-1970, fasTFIX 
  C28823, BAtterY rePLACEmeNt  ," jAN 10, 2023 ", 01 jaN 1970, SpeEd gArAgE
  C28824 ,  fuLl sERvICE ,2023-30-06 ,01-01-1970 ,caRZ
C28825 , BrAKE seRviCE,05-12-2021,1970-01-01 ,CARz 
 C28826, engiNe repaiR," OcT 03, 2023",1970-01-01,fAstfix
C28827  ,bAtTeRY REPlACeMeNt , 2020-16-04,01/01/1970, CaRz
 C28828 , Full SerVICe,"aUg 08, 2023","jAn 01, 1970", AutOcArE 
 c28829  , EnginE REPaiR,17 APr 2021, 01 JAN 1970, mechANiX
 C28830,BRAkE sErVICe,"NoV 03, 2020 ", 01/01/1970,SPEEd GARAGe
c28831 ,  baTtERy rEPLaCEMeNT , 04-04-2022, 1970/01/01,SpeEd garaGe
C28832  ,FULL seRvIce,07/05/2023," JAn 01, 1970", fasTFIX
 c28833,battERY rEPlacEMENT, 2022/03/15," jan 01, 1970", autocare 
C28834 , BAtteRy REplacEMEnT ,"oCT 30, 2022 ","jAN 01, 1970",cArZ 
C28835,eNgIne REpaIR ,2022-04-06,"jAn 01, 1970", mechANiX 
c28836, fulL service,2021/05/20 , 01/01/1970, PITsTOp
 c28837 , bATTEry ReplaceMEnt ,02/11/2022,"JAn 01, 1970",spEed GarAGE 
 c28838,FULL serviCE  ,2023/11/06, 1970/01/01,CaRZ
c28839, tYRe Change, 13/02/2022,01/01/1970, MecHANIx 
 c28840 , BAttErY RePlACeMEnt,2021-08-04 ,01-01-1970,  carz 
 C28841, EngIne REPaIr , 2022/03/05 ,1970/01/01, autocarE
c28842 ,BaTtErY rEplacEMeNt,31/01/2020,01-01-1970, SpeEd GaraGe 
c28843,  OIl CHaNGE  ,02-25-2023 , 1970-01-01 ,mEcHanix 
 c28844,FULL servIce ,16/09/2023 , 01 JaN 1970,Carz
c28845 ,batteRY replACEment,"sep 15, 2020", 1970/01/01, faStfix
c28846 , ENGiNe rEpAIr ," JUl 13, 2023 ",1970-01-01, MEchANIX
c28847 ,tYre CHange , 17 Oct 2023 ,"jaN 01, 1970 ", fAsTfiX
  C28848, bATTeRy REpLACEmEnt ,2022-02-11 ,01/01/1970,CArZ
  C28849, eNgiNe REPaIr , 2022-20-02,1970/01/01, SpEed garAGe 
 c28850 , enGINe REPAir,28/09/2022,1970/01/01,mechanIx 
 C28851,BrakE SeRVice ,2021/05/27,01 JaN 1970,  spEeD GARagE
 c28852 ,fULl SeRVIce,"Nov 15, 2021", 01 JaN 1970,pItstOp
 C28853, brAKE sERvice ,26/03/2022,1970-01-01, aUTocARe 
  c28854, fuLL SErVIcE ," may 09, 2022", 1970-01-01,aUTOCArE
 C28855,TYre ChAnGE ," noV 12, 2022",01-01-1970, AUTOCaRe
c28856 , OIL change,"OCT 10, 2020 ", 01-01-1970, PItsToP 
 c28857 , BATterY rEPlaceMenT,"MaR 20, 2020", 1970-01-01, FASTFIx
C28858  ,eNgiNE repAIr,13 jUl 2021,1970-01-01 ,faStfIx
C28859 , OIl cHaNge , 2020-31-07,01/01/1970, piTSTop 
C28860, oiL ChaNGE,23 FEB 2022 ,"Jan 01, 1970",speeD gARaGE 
 c28861, oil cHaNgE,2020-18-08,01 JAN 1970 ,  piTStOp
 C28862 ,oIL ChangE, 2021-06-11,"jAN 01, 1970 ",pItstop 
 c28863 , EnGinE repaiR,27 nov 2023,"jAn 01, 1970",AuToCARE 
 C28864, engine repaIr ,02-29-2020, 01-01-1970 , caRZ
 C28865  , OiL ChANGe ," NOV 05, 2022"," JaN 01, 1970", MEcHaNIX 
C28866, baTTerY RePLACemenT,2022/01/01,01/01/1970,  MEChANix
  C28867 ,bRakE seRVICe," OcT 01, 2023",01/01/1970 , aUTOcarE
 c28868  ,FuLl serVice, 2021-28-11 ,1970-01-01 ,MECHaNIx 
c28869, tyrE chAnGe ,2022/03/26,01 jan 1970, AuTOcARE  
c28870  ,OIL cHAnGE, 05-15-2020, 1970/01/01, piTStOP 
  c28871 ,fulL sERVICE,2020/05/12,1970/01/01,fastFix
C28872 ,  TYre chanGe  ,18/01/2021, 1970-01-01, PitSTOp  
