Car_ID,Sale_Price_Lakh,Sale_Date,Buyer_Name
C28048,01/01/1970,21/03/2022, BUyeR_27048
 c28049,1970-01-01,08 apr 2022 ,BUyEr_27049
 C28050,01-01-1970,2022/11/04 ,bUYER_27050 
c28051, 01/01/1970,"jUN 11, 2023 ", BUyer_27051  
C28052 ,01 JAN 1970,13 nov 2023,BuyeR_27052 
 C28053, 01/01/1970,01/05/2022 ,bUyER_27053 
 C28054 ,1970/01/01,2023-09-11,BuyEr_27054  
c28055,01-01-1970,07-15-2023,BUYeR_27055 
  C28056,"Jan 01, 1970",2022/07/29 , buyer_27056 
c28057,01/01/1970,2023/05/25 , BUYER_27057 
C28058  , 01 JAn 1970 ,18/10/2023,buyeR_27058 
 C28059 ,1970-01-01,07 aUg 2022, bUyER_27059 
  c28060  , 01 jAN 1970, 29/06/2023 , bUyER_27060 
c28061,"jAN 01, 1970 ", 03 aPr 2023,  buyeR_27061 
 C28062,"jan 01, 1970",04-01-2022 ,bUYeR_27062 
 C28063, 01-01-1970,23/04/2023,buYer_27063
 c28064 , 01 JaN 1970," auG 07, 2023", buyEr_27064 
  C28065 ,01-01-1970,17 Oct 2022,BUYeR_27065 
  C28066 ," JAN 01, 1970",31 DEC 2023, BUyEr_27066
 c28067,01/01/1970,16/05/2023, bUYEr_27067 
c28068,1970-01-01,05/07/2023,buYEr_27068 
c28069,1970/01/01 ,31 jul 2022,buyer_27069
 c28070,01-01-1970, 2023/06/02,buYEr_27070
 C28071 ,01 JAN 1970,"MAr 02, 2022",buYER_27071 
 c28072, 01-01-1970 ,08/09/2023, BUyER_27072 
 c28073 , 1970-01-01 ,03/03/2023, BUYEr_27073
C28074 ,01 jAN 1970,06-02-2022,buyER_27074  
C28075 ,"jaN 01, 1970 ", 21 Jul 2022,bUyeR_27075 
 C28076 ," jAN 01, 1970 ",06-28-2023, bUYEr_27076 
C28077 ,01 JAN 1970 ,02/01/2023, buyeR_27077
 C28078  ,01-01-1970 , 2023-15-06,bUyer_27078  
  C28079,1970-01-01,11-15-2022 , buyEr_27079 
C28080 , 01 jAn 1970, 29 aUg 2023 ,bUyER_27080 
c28081 ,01/01/1970,24 ApR 2023 ,bUYer_27081 
C28082 ,01 JaN 1970, 2023/09/22,  BuYEr_27082 
 c28083,1970/01/01 ,"JuL 22, 2023",bUyEr_27083  
C28084,01/01/1970,21/01/2022 , bUYeR_27084
 C28085,01/01/1970, 06-12-2023, BuYeR_27085 
  C28086  ,"JaN 01, 1970 "," jUl 17, 2022 ", buYeR_27086
c28087 ,"jan 01, 1970",2022-27-08, BuYER_27087 
c28088 ,01 Jan 1970,"maY 02, 2022",buYER_27088
 c28089 ,01/01/1970, 16 May 2022, BUYEr_27089 
c28090 ,01 jAn 1970,05-18-2022 ,BuyEr_27090 
c28091,1970-01-01,"JuN 11, 2023 ", BUYer_27091
  C28092,1970/01/01 ,11-15-2023, BUyEr_27092
  C28093 ,01 Jan 1970 ,2022-13-02, BUYER_27093 
 C28094,01-01-1970," JUN 29, 2023",  BUyeR_27094 
 c28095,1970-01-01,"fEB 28, 2022", BuYer_27095 
c28096, 01-01-1970,26 oct 2022,BUYeR_27096 
 c28097 ,01 JAn 1970,30/04/2023, BUYer_27097  
 C28098,01 JAN 1970 , 10-03-2023, buYEr_27098
C28099,01/01/1970," jAN 08, 2022",BUYER_27099
 C28100 , 01 jAn 1970,31/03/2023,Buyer_27100
 c28101,01/01/1970 ,2023-27-04, BuyeR_27101
C28102,01 jAN 1970,"jan 05, 2022",bUyeR_27102
C28103,01/01/1970, 02-26-2022,BUyer_27103 
C28104 , 1970-01-01,21 nov 2023 , buyER_27104 
 c28105,"jan 01, 1970",06-11-2023 ,BUyER_27105  
 C28106 ,1970-01-01,2022/04/11,BUyer_27106 
c28107 ,01/01/1970," jaN 22, 2023", buYER_27107
 c28108, 1970/01/01, 2022-15-12,bUyER_27108 
  c28109 , 01-01-1970,2022-19-10, BUYER_27109 
c28110,01-01-1970, 04/04/2023,bUyER_27110
c28111 ,1970-01-01,2023-15-06,buyER_27111
C28112  ,01 jAN 1970,2023-23-03 , buyer_27112
C28113 ,01/01/1970, 2023-03-11, BUyeR_27113 
 c28114 ,01/01/1970,31/08/2023,buyER_27114  
 c28115,01 jan 1970 ,2023/06/11, BUyer_27115
 C28116,1970-01-01, 15 mAy 2022 , BUYER_27116  
  C28117,1970-01-01, 03-08-2023,bUYER_27117 
  c28118 ,1970/01/01, 31/03/2022,BUYEr_27118
 c28119,01 JAn 1970," Jun 28, 2023 ",buyEr_27119
C28120  , 01-01-1970, 2023-27-11,  BuyeR_27120 
 c28121 ,01-01-1970,2023-08-10 ,buyer_27121
c28122 ,01/01/1970 , 03/05/2022, bUYer_27122
 C28123 , 01/01/1970 ,02 JUn 2023,bUyeR_27123 
  C28124 ,1970-01-01 ,03-16-2022 , buYeR_27124 
 C28125 ,01-01-1970,2022/11/25, BuYer_27125 
C28126,01-01-1970,12/08/2022 ,BuYEr_27126
 c28127 ,01 jAN 1970 ,2022/11/26, bUYeR_27127
C28128,"jAn 01, 1970 ", 01-15-2022,BUyer_27128  
C28129 ,"Jan 01, 1970",15 May 2022,BUyEr_27129 
c28130,01-01-1970 ,15 DEC 2023,BUyEr_27130  
C28131 ,"jan 01, 1970"," DeC 26, 2022", buYEr_27131
C28132 ,1970/01/01 , 02/10/2022,buyEr_27132 
 c28133,01-01-1970, 12/09/2023 ,bUyer_27133 
 c28134 ,1970/01/01,2022-24-09 ,  bUYER_27134
C28135,01 jAn 1970,"AuG 06, 2022",  bUyer_27135
c28136 ,"Jan 01, 1970",11-16-2023,  BuYEr_27136 
C28137 ," JAN 01, 1970",02/08/2023, bUYer_27137
c28138,01-01-1970 ,2022/08/07,BuyER_27138  
  C28139," JAN 01, 1970",2023-23-03,buyer_27139
c28140,01-01-1970 ,2023-10-11,BuYer_27140
 C28141 ,"Jan 01, 1970",2022-24-01,BUYEr_27141 
c28142,1970/01/01, 08/06/2022 , bUyER_27142
C28143,1970/01/01 , 13/11/2023,BUyER_27143 
  c28144  ,01-01-1970,30 MAy 2022 , bUyEr_27144
C28145,01 jAN 1970,2022/11/18, bUyeR_27145
c28146,01 JAN 1970 , 14/03/2023,bUYEr_27146 
c28147,"jAN 01, 1970",2022-19-09,bUYEr_27147
 C28148,"JAN 01, 1970 ", 15/04/2023 ,  bUYer_27148 
c28149 ,01 jaN 1970 ,"DEc 29, 2022",bUYeR_27149
C28150 ,1970/01/01,2023/09/17, bUyer_27150 
  C28151 , 1970-01-01 ,24/01/2023, BuyEr_27151
 c28152,1970/01/01,04/02/2022,  bUyeR_27152 
C28153," JaN 01, 1970",17 OCT 2022,bUYeR_27153
C28154 , 1970-01-01 ,03-05-2022,BUyeR_27154
C28155,01/01/1970,"nOv 05, 2023", bUyEr_27155
C28156,1970/01/01, 09-12-2022, BuYEr_27156  
 c28157,01-01-1970 ,07 juN 2022, bUYEr_27157
C28158  ,1970/01/01, 21/09/2023,  BuYEr_27158
c28159,01-01-1970 ,2023-29-08,BUyeR_27159
c28160,"jan 01, 1970",2023-29-12,BUyer_27160 
c28161,01-01-1970,2023/06/01,BUYer_27161
 c28162,1970/01/01,01/01/2022, bUYer_27162
C28163 ,01-01-1970,2023/01/14, bUYer_27163 
 c28164 , 01 JAn 1970 ,2023-27-05, bUYer_27164 
 c28165,1970-01-01,2023/12/22,buyeR_27165 
c28166, 01 JAN 1970,2023-19-06,BUyer_27166
 c28167 ,1970-01-01 ,"jUN 17, 2023", BUYer_27167
  C28168,01-01-1970,30 DEc 2022 ,  BUYER_27168
c28169,01-01-1970,12-25-2023 , BUYER_27169 
 C28170,01/01/1970, 05-31-2023,bUyer_27170
 c28171 ,1970-01-01 ,02-19-2022 ,buYeR_27171 
 c28172,01-01-1970,2023-05-12 ,BUYEr_27172
 c28173 , 01-01-1970 ,15/12/2022,buYER_27173
c28174," jAn 01, 1970 ", 06-02-2023 , buyER_27174 
c28175,"Jan 01, 1970 ",03 MAY 2023 , buYER_27175
 c28176 , 01/01/1970 ,29 juN 2022,bUYEr_27176 
 c28177  , 01-01-1970,2023-20-09,buYeR_27177 
 c28178,01/01/1970, 2023-05-06,bUyEr_27178 
C28179, 01-01-1970 ,05-24-2023,  BUyer_27179
 C28180,01/01/1970, 25 Jul 2023, BuyER_27180 
C28181, 1970/01/01 , 2023-23-10,BuyEr_27181
 c28182," Jan 01, 1970",2022/12/11 ,BuyER_27182
  C28183, 1970-01-01, 01-01-2024 ,BUyER_27183
c28184 ,1970-01-01," oct 25, 2023", BUYER_27184 
C28185,01/01/1970,31 dEc 2023,  bUYER_27185
  c28186 ,1970/01/01,03 mar 2023 ,buYER_27186 
c28187,1970-01-01,10-01-2022 ,BuYEr_27187 
 c28188 ,01-01-1970 ,2023-10-04,BUyeR_27188 
 c28189  , 01 Jan 1970 ,2023-28-12 ,bUyEr_27189  
C28190  , 01/01/1970 , 2023/07/23,bUYeR_27190
  c28191  ,"JAn 01, 1970",2022/09/14,buYER_27191  
c28192 , 01-01-1970 , 11/06/2023, BuyEr_27192 
 c28193 ,1970-01-01,2023-23-09,bUYer_27193 
c28194, 1970-01-01,03-21-2022 ,BUYer_27194  
 C28195,01 JAn 1970,04-04-2023 , bUyEr_27195
 c28196 , 1970/01/01,20 JAn 2022,BuyER_27196
c28197 ,"JAN 01, 1970", 2022/09/02,buyER_27197
 c28198," jaN 01, 1970",2022-03-04,BuYer_27198 
c28199 ,"jAn 01, 1970 ","Sep 19, 2023", bUyEr_27199  
C28200,1970/01/01,10-19-2022,BUYer_27200 
c28201 , 1970-01-01,05/03/2022, buYeR_27201
c28202 ,1970/01/01 ,2023-02-05 ,BuyeR_27202
 c28203 ,01/01/1970 , 25 DEC 2022,bUYEr_27203 
  c28204, 1970-01-01,17 Mar 2022, BuYer_27204
 C28205 ,01/01/1970,04 auG 2022 ,buyeR_27205  
c28206,"JAn 01, 1970 ", 2023-25-02,BUYeR_27206
 C28207, 01-01-1970 ,2023-21-02,buYeR_27207 
C28208,1970-01-01,2022-30-10,bUyEr_27208 
C28209 , 01/01/1970,2023-07-01,bUYeR_27209  
 c28210  ,01 JAn 1970 ,"MAy 31, 2022 ",  bUYeR_27210  
c28211 ,01 jAn 1970 ,"OCT 27, 2023 ",buyER_27211  
 c28212,1970-01-01 ,18/03/2022,  bUyer_27212  
 C28213," JAn 01, 1970",12-07-2023, Buyer_27213
C28214,01/01/1970,2022/01/10, BUYER_27214 
c28215, 1970/01/01,2022/11/10,buYer_27215
c28216 , 01-01-1970,2023/02/07,  bUyer_27216
 C28217 , 1970/01/01 , 08 dec 2023 ,BUYer_27217 
 C28218,1970-01-01,04 fEb 2022 , BuyEr_27218 
C28219,01-01-1970, 2023/08/14,  BuYer_27219
 c28220 , 1970-01-01,19/10/2023,buyEr_27220 
  C28221 ,01 JAn 1970,11/12/2022,bUYer_27221
 c28222 ,01 jan 1970, 2023-09-01, bUyEr_27222 
 C28223,01 jaN 1970 ,09-27-2023, buyer_27223
 c28224,01-01-1970," MAY 03, 2023",bUyer_27224 
c28225  ,1970-01-01, 27 dEC 2023, BuyER_27225  
C28226 ,01-01-1970,24 seP 2022, BuYEr_27226  
c28227 ," Jan 01, 1970"," NOV 14, 2023",BuyeR_27227
c28228 , 01/01/1970 ," NoV 18, 2023", buYER_27228
 C28229  ,1970/01/01,08-05-2022, BUYER_27229 
 c28230 ,01/01/1970,05-08-2022, BuYER_27230  
 C28231, 01/01/1970,"seP 28, 2022",buyER_27231
c28232, 1970-01-01 ,06 jAn 2022, BUYeR_27232
C28233,1970-01-01, 2022-02-02 ,  BuYer_27233
 C28234," JaN 01, 1970 ","NOv 21, 2023 ",Buyer_27234
  C28235 , 1970/01/01 ,"dEc 28, 2022 ",buYer_27235
C28236 ,01 JAn 1970 , 14 DeC 2022, BUyeR_27236
C28237, 01/01/1970 ," AUG 03, 2022", BuyER_27237 
 C28238 ,1970/01/01,25 Sep 2022,BuYeR_27238
  c28239 ,01-01-1970 ,"ApR 18, 2022", BuyEr_27239 
 C28240,1970-01-01,"fEB 25, 2022 ",bUyEr_27240
 c28241, 01 Jan 1970 ,2023/08/22 , BUYer_27241 
 c28242 , 1970-01-01 , 2023-08-12,BUyER_27242
c28243,"JAn 01, 1970",2022/09/09, BUyeR_27243 
C28244 ,"JaN 01, 1970",19/06/2022,bUyeR_27244  
 C28245  ,01-01-1970 ,20/02/2023,bUyEr_27245 
c28246 ,01 jan 1970,2022/03/19,  buYEr_27246
 C28247 ,01/01/1970,05/11/2023 ,BuyER_27247
  c28248 ,1970-01-01,12-28-2023,BuYEr_27248 
 c28249 , 01/01/1970 ,01/05/2022 ,bUYeR_27249 
 c28250,"JAn 01, 1970", 04-18-2022,bUYER_27250 
C28251  , 1970/01/01, 23/03/2023,buYER_27251
 c28252, 01-01-1970,27 dec 2023, buyEr_27252
C28253,01 jaN 1970,"sEp 30, 2023", BuYER_27253
 C28254 ,01-01-1970, 2023-13-04, bUyER_27254
c28255 , 01 jan 1970,2022/04/14, Buyer_27255 
 c28256, 1970-01-01,24/03/2023 , BUYER_27256
C28257,1970-01-01, 05/09/2022, buyEr_27257 
 C28258 ,"jAn 01, 1970",23/05/2023,  bUyeR_27258 
c28259,01/01/1970,2023/02/19 , bUyEr_27259
 C28260, 01-01-1970,"feB 03, 2023 ", bUyeR_27260 
C28261,1970/01/01,2022-02-04 , BuYeR_27261
C28262,01/01/1970,"deC 23, 2023",BUyER_27262
c28263,01 JAn 1970, 2022/09/05,  BUYEr_27263  
c28264,01/01/1970,12-04-2022,BUYER_27264 
C28265,1970-01-01,08-07-2022,BUYeR_27265
c28266  , 01 jan 1970 , 2022-09-02, bUyeR_27266
 C28267,01/01/1970,"oCt 04, 2022", BuyEr_27267 
 c28268  ,01-01-1970,2023/01/26 ,BuYeR_27268 
c28269 , 01/01/1970,2022/11/04, BUYER_27269  
 C28270,01/01/1970, 2022-04-07,BUyeR_27270
 C28271,1970/01/01,2023-08-06 ,  BuYER_27271 
 c28272,"jAN 01, 1970",16/08/2022, BuYer_27272 
C28273 ,01/01/1970,2023/08/28,BuYer_27273
c28274,1970-01-01,"aUG 24, 2023",BuYEr_27274  
 C28275 ,1970-01-01,"nOV 26, 2022", bUYER_27275
  C28276,1970/01/01,06-05-2022, BUYeR_27276
  C28277,1970-01-01 ,"jAN 24, 2022",BuyER_27277 
c28278  , 01-01-1970, 2022/01/14,  BUYER_27278  
C28279  ,01/01/1970,20 jUN 2022 , BuyEr_27279 
C28280," jan 01, 1970","oCt 27, 2022",  BUyeR_27280 
 c28281 , 01/01/1970, 10/03/2022, buYeR_27281
 C28282,01/01/1970," JUL 31, 2023", bUyer_27282
C28283 ,1970/01/01 ,09 seP 2022 , BuYEr_27283
 C28284, 01-01-1970,2022-10-01,  buyeR_27284 
C28285,01/01/1970,12-24-2022,buYeR_27285 
C28286, 01-01-1970,10-14-2023 ,BuyeR_27286  
 c28287, 1970-01-01, 2022-26-08 , BUYER_27287 
 c28288 ," JAn 01, 1970 ",24 jun 2023,BuyEr_27288
c28289, 1970-01-01,2022/02/25, buyeR_27289
c28290  ,1970/01/01,30 nov 2023,BUyeR_27290
c28291,01/01/1970, 2023/10/29 ,BUYer_27291
 C28292," Jan 01, 1970", 2022/01/15,buYEr_27292
 C28293,"jAn 01, 1970 ",04 AUG 2023, bUyeR_27293 
 c28294  ,01/01/1970,2022-04-02 , BuYER_27294
c28295 ,1970/01/01,01-09-2023,BUyER_27295 
  C28296,"Jan 01, 1970",11-02-2023 ,bUYer_27296
c28297  , 1970-01-01 ," SEP 19, 2023 ",BUyEr_27297 
c28298,"jaN 01, 1970 ", 11-05-2023,BuYeR_27298 
C28299,"Jan 01, 1970","fEb 24, 2022 ",BUyeR_27299
c28300, 01 JaN 1970,28/05/2022, bUYeR_27300
C28301, 1970/01/01, 08-02-2022,bUYer_27301
 C28302 ,01-01-1970,"apR 11, 2022",BUyER_27302 
 C28303,01 JAN 1970," JuL 07, 2022 ", BUyEr_27303
c28304 ,1970/01/01 ,27 may 2023 ,BUyER_27304
 c28305 ,"jan 01, 1970", 17/09/2022 , BUyEr_27305 
c28306  ,1970/01/01,05 deC 2023, bUYER_27306
C28307,"JAn 01, 1970", 10-30-2022, bUYer_27307
 c28308,"JaN 01, 1970","Dec 23, 2023",  BUyer_27308 
c28309 ,1970-01-01,2023-03-10,buyER_27309 
C28310 , 1970/01/01,23 oCT 2023,BuyEr_27310 
C28311 ,01-01-1970 , 2022-24-11, bUyER_27311 
c28312, 01 jAN 1970,03 jUn 2023, bUYEr_27312
c28313 ,01-01-1970,"mAy 24, 2023", buyEr_27313  
 c28314 ,1970/01/01,24 NoV 2022,BUyeR_27314
c28315, 1970/01/01,03-14-2023,bUYER_27315  
 c28316, 01-01-1970,2022/04/19,BUYer_27316
C28317,01/01/1970, 2022/04/06 ,  buyEr_27317
c28318,01/01/1970 ,"jUl 10, 2022", buYER_27318 
c28319  ,01-01-1970,2023/02/18 , BUyeR_27319 
 c28320 ,1970-01-01,31 MAR 2022 ,buyER_27320
c28321,01/01/1970, 2022-10-05,  bUYER_27321 
 C28322, 1970-01-01 ,2023/01/10, buYEr_27322 
c28323, 1970/01/01 ,28/06/2023 ,BuYer_27323
 C28324 , 1970/01/01,11 JUn 2022, BuYER_27324 
c28325 , 01-01-1970, 05 SEP 2022,  buyER_27325 
c28326 , 1970-01-01," sEp 19, 2022 ",BUyer_27326 
C28327,01 JaN 1970,"JaN 30, 2023 ", BuYER_27327
C28328, 01-01-1970,"apR 26, 2022 ",bUYeR_27328
 c28329," JAN 01, 1970","JuN 24, 2022", bUYER_27329
  C28330 ,1970/01/01 ," NoV 17, 2022", bUyeR_27330 
 C28331,01-01-1970," noV 11, 2022 ",bUYer_27331 
c28332 , 1970/01/01,2022/01/04, bUyEr_27332
 C28333,"JAn 01, 1970",04-04-2022, BUYEr_27333
 C28334 ,01/01/1970,02/01/2023, buyER_27334  
  c28335 ,01/01/1970,01/11/2022 , BUYEr_27335
c28336 ,1970-01-01,06 MAr 2022,BuyER_27336 
c28337 ,"jAN 01, 1970"," JUn 29, 2023", BuyeR_27337 
c28338,1970/01/01," seP 04, 2022", BuYEr_27338 
 c28339,1970/01/01, 03-17-2022,BUYEr_27339
 c28340, 1970/01/01,06/01/2022,bUYeR_27340
 C28341, 1970-01-01," ocT 12, 2022", Buyer_27341
C28342,01/01/1970 ,2023/02/04 ,BuYER_27342 
c28343,01-01-1970 ,2023/01/16 , BUYeR_27343  
C28344,01-01-1970, 2022/10/24 ,BUyeR_27344 
c28345 ," JAn 01, 1970",09 jaN 2022 ,  BUYeR_27345
 C28346,1970-01-01, 2022-09-10, BuYER_27346
C28347 ,"jaN 01, 1970",09-02-2022, buyer_27347
c28348 , 01-01-1970," feB 01, 2022", buyer_27348
C28349, 01/01/1970,07-16-2023, BuYeR_27349
c28350,01-01-1970,2023-13-07, Buyer_27350
 C28351, 01-01-1970, 02 AUg 2022,buYeR_27351
 c28352, 1970/01/01,2023-27-08,BuYeR_27352
 c28353 ,1970/01/01 ,13/10/2022 ,buYER_27353
 C28354,01/01/1970,04-01-2023,  BUyer_27354  
  C28355, 1970/01/01,2022/02/03,buyeR_27355  
  C28356,1970/01/01 ,14/03/2022,bUyER_27356
c28357,"JAN 01, 1970",03 Apr 2022 , BuYer_27357 
c28358,1970-01-01, 10-14-2022,bUYeR_27358
c28359 ,01-01-1970,"AUG 08, 2023", BuYER_27359
C28360  ,1970-01-01 ,2022/09/16 , BuyeR_27360
C28361 , 01-01-1970,04-18-2022,  bUYeR_27361
C28362 ,01-01-1970,10 MAy 2022 ,bUyER_27362
 c28363,01-01-1970,2023-18-12,BuyEr_27363 
C28364,01/01/1970, 2023-20-09 , buyER_27364
 c28365,1970/01/01,"AUG 10, 2022",buyer_27365
C28366 ,"jAN 01, 1970",2023-05-12, BuYEr_27366  
 C28367,01/01/1970,"seP 02, 2023",BUYER_27367
 c28368 ," jAN 01, 1970", 27 May 2022, bUyER_27368 
 c28369, 01-01-1970, 2023-14-11, BuYEr_27369 
c28370,1970/01/01, 05-20-2022,bUyEr_27370
  c28371, 01 JAn 1970, 18 DEc 2023,BUyer_27371
  C28372, 01-01-1970 ," NOv 05, 2022 ",BUyer_27372 
 C28373 , 01/01/1970,2023/04/05,bUYeR_27373  
C28374 ,"jAn 01, 1970",2023-27-05, bUYeR_27374 
C28375  ,1970-01-01 ,"NOv 18, 2022 ",BUyER_27375 
C28376,01 JAN 1970 ,10/07/2023, buyer_27376 
c28377 ,1970-01-01, 2022-17-02, bUYer_27377 
C28378 ,01-01-1970, 12-11-2022, bUyER_27378
C28379 ," JAn 01, 1970 "," Mar 11, 2022 ",BUYer_27379  
 c28380 ,01-01-1970,19 SEP 2022, bUYeR_27380
C28381 ,1970-01-01," nOV 29, 2022 ", BuYer_27381
C28382 , 01/01/1970 ,2023-11-09,bUyer_27382
 C28383 ," Jan 01, 1970",20/10/2022 , BuYEr_27383 
 c28384 ,1970/01/01,"NoV 21, 2023", buyer_27384
C28385,01/01/1970 ,21 maR 2022, bUYeR_27385
c28386,1970-01-01 , 2023/01/20, bUYEr_27386
 C28387," JAN 01, 1970",13/05/2023,  BuyeR_27387
 C28388  ,1970-01-01,2023-29-08, BuYEr_27388 
 c28389 ,01-01-1970,2023/12/31, buyEr_27389
c28390,1970/01/01,2022/05/24,buyeR_27390
c28391,"jAN 01, 1970"," NOv 24, 2023 ", BuyeR_27391
c28392 ,01/01/1970, 05 nov 2022,BuyEr_27392
 C28393, 1970/01/01 , 04/02/2022,bUYER_27393
 C28394,01 jaN 1970,02 DEc 2023, BUYer_27394
c28395,1970/01/01, 2023-25-10, Buyer_27395
 C28396 ,1970-01-01,08/06/2023,BuYEr_27396
c28397 ,1970/01/01,2022-22-10, BUYER_27397
C28398, 1970-01-01 , 2022/07/26, BUYER_27398 
C28399 ,"jan 01, 1970 ",2023-16-03, BuYER_27399
c28400,1970/01/01,2023-12-10 , BuyeR_27400 
 C28401 ,01-01-1970,03-31-2022 ,buYER_27401
 c28402,1970/01/01 , 25 Oct 2023,BuyEr_27402 
 c28403 ,"JAn 01, 1970",11-25-2023, BUYEr_27403 
 C28404 ,1970-01-01,13 jUn 2023, BuYEr_27404 
C28405 , 01 jan 1970,2022/12/06, BuYer_27405 
 C28406,01/01/1970 ,09-18-2023 ,BuYer_27406 
c28407 ,"JAN 01, 1970", 2022/04/20,BuYER_27407
  C28408,"jan 01, 1970 ", 2022-19-02 , bUYEr_27408 
  C28409 ,01 jan 1970,12/10/2022 ,bUYEr_27409  
c28410, 1970/01/01,09-23-2023,bUYeR_27410 
 C28411 ,01/01/1970, 2023/04/09,buyEr_27411
 C28412,"JAn 01, 1970 ", 2023/12/15,BUYer_27412 
C28413," jaN 01, 1970",15/03/2023,buyer_27413 
C28414  ,01-01-1970,18/12/2022,BUYER_27414 
  C28415 ,01 JAn 1970,11-27-2023, BUyeR_27415 
c28416,1970-01-01,02-27-2023,  BUyER_27416
c28417 ,01-01-1970,"NOv 21, 2022 ", buyER_27417 
c28418, 1970/01/01, 03-15-2022 , buYEr_27418 
C28419,01-01-1970,01-03-2022,BUYEr_27419 
 C28420 ,01/01/1970, 2022/11/05,buYer_27420 
C28421  ,1970-01-01, 03-13-2023 ,BUyER_27421  
 c28422 ,01 JAN 1970,27/05/2022 ,bUYer_27422
 c28423,01-01-1970, 2022/08/14 ,BUyER_27423 
c28424,1970/01/01,11/03/2023 , buyeR_27424 
C28425 ,"JAn 01, 1970",2022-20-01,BUYeR_27425 
 C28426 ,01/01/1970 ,25 MaY 2022 , buYER_27426
C28427 ,1970-01-01 ,22/05/2023 ,  bUyer_27427 
 C28428,"jan 01, 1970 ",01-07-2023 , buYeR_27428
 c28429,01/01/1970,2022/09/17, BUyER_27429
  c28430,01/01/1970,02/10/2022 ,buyER_27430 
 C28431 ,1970/01/01,05-29-2022 , buYER_27431
C28432, 1970/01/01,01-15-2023,BuYER_27432
c28433,01 jAN 1970 ,11/08/2023,BUYeR_27433 
 C28434,01 jAn 1970,"oct 02, 2022",BUYer_27434 
 C28435,01/01/1970 ,2022/01/24,BUYEr_27435 
 C28436, 1970/01/01, 07 mAR 2022 ,bUyER_27436 
 c28437 ,1970/01/01,"Dec 06, 2022", BUYEr_27437 
 c28438  ,"jaN 01, 1970 ",2023-11-03 ,BUYEr_27438  
 C28439," jAn 01, 1970",09 maR 2023 , bUYER_27439
 C28440,"Jan 01, 1970 ", 11-13-2023 ,  Buyer_27440  
C28441 ,"jaN 01, 1970",2022-01-01 , buYER_27441 
c28442  , 1970/01/01 , 18 NOv 2023, Buyer_27442
c28443, 01-01-1970, 03-05-2022,  BUYeR_27443  
 C28444,01/01/1970,"jUL 24, 2022",  BUyEr_27444
C28445,01-01-1970,02 jUL 2023,buYER_27445 
c28446,1970-01-01,2023/04/23,bUYER_27446  
C28447,01 JaN 1970,2023/03/14,buyeR_27447 
  c28448  , 01-01-1970 ,2023-03-10, BuyeR_27448  
C28449 ,01 jaN 1970,27 jAN 2022,BuyEr_27449 
  C28450 ,01-01-1970,25 Mar 2022,BUyeR_27450 
  C28451,1970/01/01, 2022-07-12, BUYer_27451 
 c28452 ,01-01-1970," JUN 15, 2022",buYER_27452 
c28453,1970-01-01,2023/02/12, bUyeR_27453 
c28454,1970-01-01,27 DEc 2023 ,bUYeR_27454 
c28455 ,01 JAN 1970 ,21/11/2022,buYeR_27455 
 C28456, 01 Jan 1970," maR 20, 2022",bUyeR_27456 
C28457 ,01-01-1970 ,07-12-2023, BuyER_27457
 C28458 ,01-01-1970, 2023-31-10, buYER_27458
  c28459 ,01-01-1970,05 apR 2023 ,BUyER_27459 
c28460 ,1970/01/01,28/02/2022,buyER_27460
 c28461 ,01-01-1970 ,"ApR 19, 2022", buYEr_27461 
 C28462,01-01-1970,"sEp 15, 2022",buyER_27462
  C28463, 1970-01-01,23 aug 2022, BUYeR_27463 
 c28464," jan 01, 1970 ",09-09-2022 , Buyer_27464 
 c28465," jaN 01, 1970","JUl 27, 2023 ",Buyer_27465 
c28466 ,"JAn 01, 1970",2023-27-05 , buyer_27466 
c28467 , 1970-01-01,"nOv 20, 2022",buyEr_27467
c28468,01 jAN 1970,2023-18-07,  BUyeR_27468
 c28469,01 jAn 1970, 2023-15-06, bUYeR_27469 
 c28470,1970/01/01,16/09/2023, BuYeR_27470
 c28471 ,01/01/1970,"jUN 12, 2022 ", buYer_27471
c28472 ," jan 01, 1970 ", 2022-03-06 , bUYER_27472 
c28473, 01/01/1970 ,"SeP 02, 2023",BUyEr_27473
 C28474,01-01-1970,08-16-2022,buyER_27474 
c28475 , 01-01-1970,18/05/2022,bUYER_27475 
 C28476 ," jAN 01, 1970", 2023-17-07 ,bUyER_27476 
 c28477,1970/01/01,25 JUN 2023, BuyEr_27477  
c28478 ," Jan 01, 1970","Sep 01, 2023",bUyeR_27478 
 c28479,1970/01/01 ," maY 24, 2023", bUyER_27479
C28480,01/01/1970,2023/10/31, bUyEr_27480 
C28481,01/01/1970,27 jan 2022, BUYEr_27481 
c28482 ,1970-01-01,16 MAr 2023,BuyeR_27482 
C28483 ,01 JAN 1970, 31 JaN 2023 , BuyeR_27483
C28484 ,01 Jan 1970, 01-01-2022, bUYer_27484 
c28485 , 1970/01/01, 18 jUl 2023,bUyER_27485  
 C28486,"jaN 01, 1970", 08 ocT 2023,bUYer_27486 
  c28487,01/01/1970,08 JuN 2022, BUYEr_27487 
C28488,01 jAN 1970, 24/06/2022, bUyer_27488 
 c28489  ,01 jan 1970,07/01/2022, bUyER_27489 
 C28490," JAn 01, 1970 ",06 Nov 2023 , buYeR_27490
